secuencial;anyo;mes;nombre_mes;dia_semana;nombre_dia_semana;hora;cod_provincia;nombre_provincia;cod_municipio;nombre_codigo_municipio;isla;nombre_isla;zona;nombre_zona;zona_agrupada;nombre_zona_agrupada;carretera;km;sentido_1f;nombre_sentido;titularidad_via;nombre_titularidad_via;tipo_via;nombre_tipo_via;tipo_accidente;nombre_tipo_accidente;total_mu24h;total_hg24h;total_hl24h;total_victimas_24h;total_mu30df;total_hg30df;total_hl30df;total_victimas_30df;total_vehiculos;tot_peat_mu24h;tot_bici_mu24h;tot_ciclo_mu24h;tot_moto_mu24h;tot_tur_mu24h;tot_furg_mu24h;tot_cam_menos3500_mu24h;tot_cam_mas3500_mu24h;tot_bus_mu24h;tot_otro_mu24h;tot_sinespecif_mu24h;tot_peat_mu30df;tot_bici_mu30df;tot_ciclo_mu30df;tot_moto_mu30df;tot_tur_mu30df;tot_furg_mu30df;tot_cam_menos3500_mu30df;tot_cam_mas3500_mu30df;tot_bus_mu30df;tot_otro_mu30df;tot_sinespecif_mu30df;nudo;nombre_nudo;nudo_info;nombre_nudo_info;carretera_cruce;priori_norma;nombre_priori_norma;priori_agente;nombre_priori_agente;priori_semaforo;nombre_priori_semaforo;priori_vert_stop;nombre_priori_vert_stop;priori_vert_ceda;nombre_priori_priori_vert_ceda;priori_horiz_stop;nombre_priori_horiz_stop;priori_horiz_ceda;nombre_priori_horiz_ceda;priori_marcas;nombre_priori_marcas;priori_pea_no_elev;nombre_priori_pea_no_elev;priori_pea_elev;nombre_priori_pea_elev;priori_marca_ciclos;nombre_priori_marca_ciclos;priori_circunstancial;nombre_priori_circunstancial;priori_otra;nombre_priori_otra;condicion_nivel_circula;nombre_condicion_nivel_circula;condicion_firme;nombre_condicion_firme;condicion_iluminacion;nombre_condicion_iluminacion;condicion_meteo;nombre_condicion_meteo;condicion_niebla;nombre_condicion_niebla;condicion_viento;nombre_condicion_viento;visib_restringida_por;nombre_visib_restringida_por;acera;nombre_acera;trazado_planta;nombre_trazado_planta;latitud;longitud;geom
92748;2019;7;Julio;4;JUEVES;17;46;Valencia/València;46181;Oliva;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-332;217;2;Descendente;1;Estatal;6;Carretera Convencional de calzada única;3;Lateral                                            ;0;1;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.891.939;-0.1226779;POINT (-0.1226779 38.91939)
13081;2019;5;Mayo;2;MARTES;15;8;Barcelona;8300;Viladecavalls;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C-58;24.5;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;6;Colisión contra obstáculo o elemento de la vía     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.155.547;1.954.526;POINT (1.954526 41.55547)
97693;2017;3;Marzo;6;SÁBADO;17;50;Zaragoza;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-1305;4;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;2;Fronto-lateral                                     ;0;0;4;4;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.157.667;-124.119;POINT (-1.24119 41.57667)
53150;2017;7;Julio;1;LUNES;15;28;Madrid;28009;Algete;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;M-111;16.98;1;Ascendente;2;Autonómica;5;Carretera Convencional de doble calzada;4;Por alcance                                        ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.059.642;-3.497.902;POINT (-3.497902 40.59642)
27023;2020;7;Julio;2;MARTES;16;17;Girona;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;AP-7;66;4;Se desconoce;1;Estatal;1;Autopista de peaje;2;Fronto-lateral                                     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.195.746;278.452;POINT (2.78452 41.95746)
16886;2017;12;Diciembre;5;VIERNES;5;8;Barcelona;8263;Sant Vicenç dels Horts;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-IIa;600;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;19;Salida de la vía por la derecha otro tipo          ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;999;Sin especificar;;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;6;Se desconoce;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.139.362;200.987;POINT (2.00987 41.39362)
7655;2016;8;Agosto;4;JUEVES;20;7;Balears, Illes;7032;Maó-Mahón;2;Menorca;1;Carretera;1;VÍAS INTERURBANAS;Me-5;3.25;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;20;Otro tipo de accidente                             ;0;0;3;3;0;0;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.988.961;4.264.211;POINT (4.264211 39.88961)
46091;2020;2;Febrero;4;JUEVES;18;29;Málaga;29067;Málaga;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-7054;4.2;1;Ascendente;2;Autonómica;6;Carretera Convencional de calzada única;3;Lateral                                            ;0;0;1;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;1;En X o +;;0;No;0;No;0;No;1;Sí;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.671.965;-4.420.019;POINT (-4.420019 36.71965)
64545;2021;2;Febrero;7;DOMINGO;21;33;Asturias;33066;Siero;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;AS-17;28;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;19;Salida de la vía por la derecha otro tipo          ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;43.383;-5.65;POINT (-5.65 43.383)
71155;2018;10;Octubre;1;LUNES;21;29;Málaga;29094;Vélez-Málaga;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;MA-3116;1.3;1;Ascendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;6;Colisión contra obstáculo o elemento de la vía     ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;4;Configuración del terreno;998;No aplica;3;Curva sin señalizar;3.677.864;-4.100.675;POINT (-4.100675 36.77864)
35217;2021;3;Marzo;3;MIÉRCOLES;17;18;Granada;18127;Maracena;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;GR-3418;0.2;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;2;Fronto-lateral                                     ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;2;Nivel verde;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.720.354;-363.972;POINT (-3.63972 37.20354)
67841;2020;7;Julio;5;VIERNES;9;48;Bizkaia;48027;Durango;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;BI-732;50.8;2;Descendente;3;Provincial, Cabildo/Consell;6;Carretera Convencional de calzada única;10;Caída                                              ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.316.907;-2.632.655;POINT (-2.632655 43.16907)
16977;2016;11;Noviembre;5;VIERNES;6;8;Barcelona;8187;Sabadell;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C-58;16;2;Descendente;2;Autonómica;1;Autopista de peaje;3;Lateral                                            ;0;1;0;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;2;En T o Y;;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;2;Nivel verde;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;1;Niebla ligera;;;5;Factores atmosféricos;998;No aplica;1;Recta;415.308;2.086.581;POINT (2.086581 41.5308)
40100;2019;7;Julio;3;MIÉRCOLES;21;17;Girona;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;GI-632;6;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;2;Fronto-lateral                                     ;0;0;2;2;0;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.210.139;311.875;POINT (3.11875 42.10139)
45961;2018;6;Junio;4;JUEVES;8;21;Huelva;21041;Huelva;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;H-30;10;2;Descendente;1;Estatal;3;Autovía;14;Salida de la vía por la izquierda con vuelco       ;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;12;Bifurcación o convergencia;H-31;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;372.571;-6.949.555;POINT (-6.949555 37.2571)
82224;2018;1;Enero;1;LUNES;7;38;Santa Cruz de Tenerife;38043;Tacoronte;10;Tenerife;1;Carretera;1;VÍAS INTERURBANAS;TF-5;17;2;Descendente;3;Provincial, Cabildo/Consell;2;Autopista libre;5;Múltiple o en caravana                             ;0;0;1;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;3;Nivel amarillo;3;Mojado;2;Amanecer o atardecer, sin luz artificial;2;Nublado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;2.848.153;-16.412;POINT (-16.412 28.48153)
53406;2016;9;Septiembre;2;MARTES;18;28;Madrid;28022;Boadilla del Monte;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;M-513;6.5;3;Ambos;2;Autonómica;6;Carretera Convencional de calzada única;3;Lateral                                            ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;M-516;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;999;Sin especificar;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.040.525;-3.876.992;POINT (-3.876992 40.40525)
83180;2016;10;Octubre;1;LUNES;11;41;Sevilla;41026;Casariche;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-379;5.3;1;Ascendente;2;Autonómica;6;Carretera Convencional de calzada única;16;Salida de la vía por la derecha con colisión       ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;3;Mojado;1;Luz del día natural, solar;2;Nublado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;3.729.389;-4.759.532;POINT (-4.759532 37.29389)
92431;2018;2;Febrero;4;JUEVES;2;46;Valencia/València;46230;Silla;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;V-31R;0.6;2;Descendente;1;Estatal;5;Carretera Convencional de doble calzada;13;Salida de la vía por la izquierda con despeñamiento;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;V-31;0;No;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;3.936.135;-0.4126143;POINT (-0.4126143 39.36135)
65888;2016;9;Septiembre;5;VIERNES;21;28;Madrid;28091;Morata de Tajuña;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;M-302;11.2;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;19;Salida de la vía por la derecha otro tipo          ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.022.751;-3.436.966;POINT (-3.436966 40.22751)
75946;2016;11;Noviembre;3;MIÉRCOLES;8;34;Palencia;34120;Palencia;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-610;0;1;Ascendente;2;Autonómica;3;Autovía;7;Atropello a personas                               ;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;2;Nivel verde;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;6;Deslumbramiento por sol;4;Elevada;3;Curva sin señalizar;4.201.246;-4.531.175;POINT (-4.531175 42.01246)
52343;2018;4;Abril;5;VIERNES;20;28;Madrid;28053;Daganzo de Arriba;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;M-113;10.65;2;Descendente;2;Autonómica;6;Carretera Convencional de calzada única;4;Por alcance                                        ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;3;Nivel amarillo;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.054.481;-3.457.924;POINT (-3.457924 40.54481)
15465;2018;7;Julio;1;LUNES;9;8;Barcelona;8219;Vilassar de Mar;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-II;639;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;4;Por alcance                                        ;0;0;2;2;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.148.958;2.356.536;POINT (2.356536 41.48958)
72347;2021;5;Mayo;6;SÁBADO;23;41;Sevilla;41026;Casariche;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;A-379;7.5;1;Ascendente;2;Autonómica;5;Carretera Convencional de doble calzada;18;Salida de la vía por la derecha con vuelco         ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;6;Sin luz natural ni artificial;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;3.732.492;-477.911;POINT (-4.77911 37.32492)
15327;2018;7;Julio;7;DOMINGO;21;8;Barcelona;8126;Montgat;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-II;631.9;4;Se desconoce;4;Municipal;5;Carretera Convencional de doble calzada;3;Lateral                                            ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;6;Se desconoce;1;Seco y limpio;4;Sin luz natural y con iluminación artificial encen;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.146.645;2.279.088;POINT (2.279088 41.46645)
39051;2017;7;Julio;5;VIERNES;15;15;Coruña, A;15035;Fene;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;CP-0000;0.5;1;Ascendente;4;Municipal;6;Carretera Convencional de calzada única;10;Caída                                              ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.347.521;-8.165.961;POINT (-8.165961 43.47521)
98006;2016;12;Diciembre;3;MIÉRCOLES;1;50;Zaragoza;0;;;No aplica;2;Travesía;2;VÍAS URBANAS;A-1503;0.1;1;Ascendente;2;Autonómica;5;Carretera Convencional de doble calzada;18;Salida de la vía por la derecha con vuelco         ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;;1;Sí;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;3;Mojado;3;Amanecer o atardecer, con luz artificial;7;Se desconoce;1;Niebla ligera;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.141.635;-149.954;POINT (-1.49954 41.41635)
38533;2018;7;Julio;7;DOMINGO;16;15;Coruña, A;15058;Oleiros;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-VI;583.2;1;Ascendente;1;Estatal;6;Carretera Convencional de calzada única;19;Salida de la vía por la derecha otro tipo          ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;En intersección o nudo;4;Glorieta;VG-1.3;0;No;0;No;0;No;0;No;0;No;0;No;0;No;1;Sí;0;No;0;No;0;No;0;No;0;No;1;Nivel blanco;3;Mojado;1;Luz del día natural, solar;3;Lluvia débil;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.335.093;-8.254.611;POINT (-8.254611 43.35093)
100863;2017;12;Diciembre;6;SÁBADO;13;28;Madrid;28134;San Sebastián de los Reyes;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;M-100;24;1;Ascendente;2;Autonómica;3;Autovía;4;Por alcance                                        ;0;0;1;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.054.751;-3.626.394;POINT (-3.626394 40.54751)
5681;2019;5;Mayo;5;VIERNES;13;5;Ávila;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;AV-562;7.89;1;Ascendente;2;Autonómica;6;Carretera Convencional de calzada única;10;Caída                                              ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;2;Curva señalizada;4.046.124;-437.207;POINT (-4.37207 40.46124)
32305;2017;5;Mayo;2;MARTES;12;9;Burgos;0;;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;N-629;31.9;2;Descendente;1;Estatal;6;Carretera Convencional de calzada única;3;Lateral                                            ;0;0;1;1;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;1;Nivel blanco;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;1;Buena visibilidad;998;No aplica;1;Recta;4.300.025;-348.345;POINT (-3.48345 43.00025)
12511;2017;3;Marzo;3;MIÉRCOLES;10;8;Barcelona;8073;Cornellà de Llobregat;;No aplica;1;Carretera;1;VÍAS INTERURBANAS;C-32;59.1;4;Se desconoce;4;Municipal;3;Autovía;9;Vuelco                                             ;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Fuera de intersección o nudo;;;;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;999;Sin especificar;6;Se desconoce;1;Seco y limpio;1;Luz del día natural, solar;1;Despejado;;;;;18;Se desconoce;998;No aplica;4;Se desconoce;4.135.561;2.070.432;POINT (2.070432 41.35561)
